timestamp,open,high,low,close,volume
2025-10-01,2744.0,2851.5568,2739.8886,2800.0,23762.01
2025-10-02,2800.0,2971.2051,2756.1652,2917.4533,2817.63
2025-10-03,2917.4533,3014.5017,2902.2272,2985.892,26104.37
2025-10-04,2985.892,2996.5529,2850.0514,2853.4318,17552.98
2025-10-05,2853.4318,2864.64,2822.6386,2858.421,18902.88
2025-10-06,3004.9416,3034.991,2772.715,2800.7223,37485.56
2025-10-07,2917.419,2950.608,2852.0407,2860.2301,10017.71
2025-10-08,2860.2301,2891.9503,2843.7829,2888.7333,27578.02
2025-10-09,2888.7333,2920.0171,2849.806,2903.9178,46342.49
2025-10-10,2903.9178,2943.2211,2902.9952,2910.0995,48917.06
2025-10-11,2910.0995,2959.3865,2865.7195,2900.6766,43989.43
2025-10-12,2900.6766,2989.4136,2891.1941,2944.16,21994.09
2025-10-13,2944.16,3063.9413,2912.0785,3056.3063,9143.91
2025-10-14,3056.3063,3105.3615,2968.536,2973.9329,40203.37
2025-10-15,2973.9329,3110.1842,2960.9705,3071.6213,22369.79
2025-10-16,3067.8442,3105.0301,2974.8792,3098.8325,23202.15
2025-10-17,3098.8325,3190.0693,3068.6638,3146.4123,9235.57
2025-10-18,3146.4123,3195.2419,2981.6185,3045.4186,42576.95
2025-10-19,3045.4186,3116.6545,3003.7956,3063.8559,2037.09
2025-10-20,3063.8559,3220.5528,3027.0873,3206.4358,26143.01
2025-10-21,3206.4358,3258.1004,3098.2828,3108.9789,1717.11
2025-10-22,3108.9789,3167.6929,2894.6301,2930.7354,21428.02
2025-10-23,2930.7354,2942.3626,2780.0663,2783.316,36075.71
2025-10-24,2783.316,2817.7814,2764.6999,2811.0994,15397.75
2025-10-25,2811.0994,3073.9069,2786.6,3017.853,5578.58
2025-10-26,3000.5978,3251.5853,2970.5918,3219.3914,43359.48
2025-10-27,3125.6227,3303.6748,3077.3959,3288.7135,37082.75
2025-10-28,3288.7135,3347.9878,3274.5145,3305.0732,44889.74
2025-10-29,3305.0732,3482.3653,3217.5147,3450.2977,16203.9
2025-10-30,3450.2977,3452.0699,3422.4708,3429.1217,4382.63
2025-10-31,3429.1217,3547.4907,3404.8516,3499.0625,7380.38
2025-11-01,3499.0625,3535.8251,3475.7737,3477.9999,42984.72
2025-11-02,3477.9999,3515.6393,3408.7565,3427.641,39921.14
2025-11-03,3427.641,3498.0443,3375.7976,3448.1425,7002.99
2025-11-04,3448.1425,3473.7736,3375.224,3405.7847,44696.37
2025-11-05,3405.7847,3568.7878,3360.762,3546.2876,21201.53
