timestamp,open,high,low,close,volume
2025-10-01,0.539,0.5558,0.5365,0.55,1020.91
2025-10-02,0.55,0.5529,0.5359,0.5397,22424.2
2025-10-03,0.5397,0.5426,0.5319,0.5386,29880.01
2025-10-04,0.5386,0.5387,0.5259,0.5271,26326.19
2025-10-05,0.5271,0.55,0.5261,0.5455,40848.71
2025-10-06,0.527,0.5323,0.4863,0.4912,36955.99
2025-10-07,0.5117,0.5133,0.5001,0.5046,23450.34
2025-10-08,0.5046,0.549,0.5032,0.5463,35660.88
2025-10-09,0.5463,0.5618,0.5424,0.5571,16420.85
2025-10-10,0.5571,0.573,0.5505,0.5723,7031.62
2025-10-11,0.5723,0.6062,0.5721,0.5949,33410.6
2025-10-12,0.5949,0.6029,0.5927,0.5975,3860.52
2025-10-13,0.5975,0.6137,0.5944,0.6044,6884.26
2025-10-14,0.6044,0.6248,0.5933,0.6183,39130.86
2025-10-15,0.6183,0.6408,0.6143,0.639,37947.43
2025-10-16,0.6117,0.6191,0.5932,0.6179,39936.98
2025-10-17,0.6179,0.6219,0.6053,0.6165,38599.06
2025-10-18,0.6165,0.6296,0.6022,0.6086,17378.57
2025-10-19,0.6086,0.622,0.5978,0.6207,20916.47
2025-10-20,0.6207,0.6239,0.6145,0.6179,15801.13
2025-10-21,0.6179,0.6192,0.5895,0.5919,4975.06
2025-10-22,0.5919,0.6046,0.5896,0.5994,1140.88
2025-10-23,0.5994,0.6089,0.5926,0.6032,49330.35
2025-10-24,0.6032,0.6134,0.5977,0.6054,28898.42
2025-10-25,0.6054,0.6375,0.5992,0.6339,31257.19
2025-10-26,0.6328,0.6858,0.6265,0.679,22815.98
2025-10-27,0.6592,0.6706,0.6586,0.6705,32786.19
2025-10-28,0.6705,0.7214,0.6617,0.7085,9709.98
2025-10-29,0.7085,0.7121,0.6913,0.7026,36156.13
2025-10-30,0.7026,0.7101,0.6583,0.6704,38285.36
2025-10-31,0.6704,0.7079,0.6649,0.7043,33138.62
2025-11-01,0.7043,0.7134,0.6965,0.7067,7012.11
2025-11-02,0.7067,0.7161,0.6982,0.7006,25638.05
2025-11-03,0.7006,0.7106,0.6806,0.6816,1963.47
2025-11-04,0.6816,0.692,0.6578,0.6729,35198.95
2025-11-05,0.6729,0.6816,0.6407,0.6431,22632.9
2025-11-06,0.6431,0.6555,0.634,0.6494,26778.05
2025-11-07,0.6494,0.6588,0.6127,0.6187,32329.92
2025-11-08,0.6187,0.6251,0.6008,0.6082,14624.43
2025-11-09,0.6082,0.6138,0.6063,0.6114,19257.8
2025-11-10,0.6024,0.6111,0.593,0.6021,34486.2
2025-11-11,0.6021,0.6277,0.5973,0.6257,5173.96
2025-11-12,0.6257,0.6497,0.6209,0.6486,11021.87
2025-11-13,0.6486,0.6577,0.6446,0.6519,28515.12
2025-11-14,0.6519,0.6577,0.6429,0.6437,10615.09
2025-11-15,0.6437,0.6694,0.6374,0.6577,3717.21
2025-11-16,0.6577,0.6742,0.6562,0.6655,31248.13
2025-11-17,0.6655,0.6761,0.6654,0.6674,31102.14
2025-11-18,0.6674,0.6894,0.6649,0.684,41353.1
2025-11-19,0.684,0.6871,0.6761,0.6815,49693.81
2025-11-20,0.6815,0.7037,0.6708,0.6998,31030.36
2025-11-21,0.6998,0.7124,0.6694,0.6724,17430.92
2025-11-22,0.6724,0.6742,0.6539,0.6663,24782.41
2025-11-23,0.6663,0.6712,0.6596,0.6687,20875.02
2025-11-24,0.6687,0.6732,0.6423,0.6444,42338.46
2025-11-25,0.6444,0.6518,0.6323,0.6336,39132.33
2025-11-26,0.6336,0.6397,0.5857,0.5901,14298.11
2025-11-27,0.5901,0.6248,0.5901,0.6207,11614.98
2025-11-28,0.6207,0.6425,0.6199,0.636,25470.62
2025-11-29,0.636,0.6969,0.63,0.6868,39838.24
2025-11-30,0.6868,0.6883,0.6695,0.6759,25360.2
2025-12-01,0.6759,0.6964,0.6737,0.6904,26405.69
2025-12-02,0.6904,0.6983,0.6862,0.6901,4347.58
2025-12-03,0.6901,0.7368,0.6813,0.723,44525.81
2025-12-04,0.723,0.7275,0.7134,0.7204,27308.26
2025-12-05,0.7204,0.7814,0.7106,0.7647,34868.49
2025-12-06,0.7647,0.7673,0.7379,0.7386,31536.67
2025-12-07,0.7386,0.758,0.7371,0.7571,41219.85
2025-12-08,0.7571,0.7725,0.7438,0.7544,9287.69
2025-12-09,0.7544,0.7554,0.7245,0.7269,34167.6
2025-12-10,0.7269,0.7316,0.7256,0.7282,29631.99
2025-12-11,0.7282,0.7307,0.6718,0.6838,25362.06
2025-12-12,0.6838,0.6913,0.6745,0.6904,33176.84
2025-12-13,0.6904,0.7159,0.673,0.7049,41841.62
2025-12-14,0.7049,0.7173,0.6812,0.6816,41061.72
2025-12-15,0.6816,0.6855,0.6286,0.6392,47769.36
2025-12-16,0.6392,0.6492,0.6385,0.6447,13937.98
2025-12-17,0.6447,0.6651,0.6321,0.664,35567.98
2025-12-18,0.664,0.6643,0.6626,0.664,29396.02
2025-12-19,0.664,0.6988,0.6572,0.6851,47898.19
2025-12-20,0.6851,0.6883,0.6745,0.6821,43522.24
2025-12-21,0.6821,0.6996,0.6795,0.6816,36122.78
2025-12-22,0.6816,0.7067,0.6769,0.7041,40476.1
2025-12-23,0.7041,0.706,0.6832,0.6852,18978.23
2025-12-24,0.6852,0.7182,0.6847,0.7066,29902.84
2025-12-25,0.7066,0.7275,0.6993,0.7257,35216.99
2025-12-26,0.7257,0.7497,0.7167,0.7427,40997.87
2025-12-27,0.7427,0.751,0.7254,0.7314,23981.79
2025-12-28,0.7314,0.737,0.7294,0.7367,1200.05
2025-12-29,0.7367,0.7437,0.6916,0.7001,48864.54
